,group4,shh,shh,shh,group4,group3,group3,shh,group3,group4,group3,group4,group4,wnt,group4,group4,group4,shh,shh,wnt,group4,shh,group4,group4,shh,group3
miR-500b-5p,0.000257883,0.000259849,0.000378947,0.011955601,0.000449257,7.91E-05,0.002280214,0.000110321,0.001118555,0.000209276,0.000148757,0.000390415,0.000321133,0.000539143,0.000288301,0.000271641,0.000367593,0.000118574,0.000423018,0.000336707,6.71E-05,0.000611732,0.00087162,0.00065555,0.000876869,0.000605738
miR-5010-3p,6.00E-05,0.000113389,6.36E-05,0.00012663,6.84E-05,8.16E-05,0.000101043,3.29E-05,0.000317024,8.57E-05,7.44E-05,0.000183725,3.86E-05,0.000193433,0.000176701,0.000135821,4.75E-05,6.06E-05,9.61E-05,0.000230028,5.49E-05,8.05E-05,6.70E-05,0.000266193,0.000332462,0.00011386
miR-5010-5p,3.60E-05,5.20E-05,0.000105917,0.000213961,0.000169285,5.69E-05,0.000144829,9.39E-05,0.000203374,3.03E-05,1.55E-05,0.000188318,1.21E-05,9.05E-05,0.000269701,6.08E-05,2.38E-05,8.17E-05,0.000197088,0.000133349,1.83E-05,6.44E-05,0.000312889,0.000297977,0.000336618,0.00019584
miR-5011-5p,0,0,4.71E-06,0,6.51E-06,2.47E-06,0,0,5.98E-06,0,0,4.59E-06,0,4.12E-06,1.40E-05,0,0,0,0,0,3.05E-06,5.37E-06,2.23E-05,0,0,0
miR-501-3p,0.000512767,0.000222053,0.000376594,0.013798283,0.000940835,0.000145931,0.004506538,0.000269934,0.001429597,0.000383252,0.000185946,0.000643037,0.000507052,0.001382841,0.000427802,0.000596895,0.000709582,7.90E-05,0.000423018,0.000733421,0.000122017,0.000622465,0.001028065,0.001247532,0.001658154,0.0009792
miR-501-5p,0.000515765,0.000174808,0.000282445,0.014309169,0.000862703,0.000145931,0.004792827,0.000230031,0.002129441,0.000345431,0.000334703,0.000606292,0.000610876,0.000995975,0.000372001,0.000554005,0.000691294,6.85E-05,0.000370141,0.000726754,0.000131169,0.000472214,0.001061589,0.001589212,0.00195737,0.001074843
miR-502-3p,0.00048278,0.000278748,0.00043779,0.01655794,0.000820382,0.000153351,0.004307819,0.000394338,0.001495394,0.000436201,0.000198342,0.000771644,0.000627778,0.001736783,0.000423152,0.000714845,0.000799194,8.96E-05,0.00058165,0.000826766,0.000106765,0.000917599,0.001195684,0.001390561,0.001653998,0.00121603
miR-502-5p,0.000140936,0.000188981,0.000181236,0.007794283,0.000270205,3.96E-05,0.001259675,0.000140835,0.000807513,0.000141198,6.82E-05,0.000266401,0.000159359,0.000711999,0.000176701,0.00016084,0.000151792,6.32E-05,0.000346106,0.000340041,2.14E-05,0.000488313,0.000262604,0.00039333,0.000544407,0.000332473
miR-503-3p,0,0,0,2.18E-05,0,2.47E-06,0,0,0,0,0,0,0,8.23E-06,4.65E-06,0,5.49E-06,2.63E-06,9.61E-06,2.00E-05,9.15E-06,2.68E-05,0,0,3.74E-05,4.55E-06
miR-503-5p,0,0.000212604,2.59E-05,0.000174662,6.84E-05,6.93E-05,0.000134725,0.00014553,0.000323005,7.56E-06,1.86E-05,0.000124014,2.17E-05,4.53E-05,4.65E-05,7.15E-05,1.65E-05,2.90E-05,9.13E-05,0.000633409,2.75E-05,3.76E-05,7.26E-05,9.93E-05,0.000315839,0.000141187
miR-504-3p,9.00E-05,0.00091656,0.000706113,0.001061071,0.001943524,0.000418005,0.001229362,0.000596202,0.002470391,6.30E-05,0.000168901,0.002218476,5.79E-05,0.000325132,0.000348751,0.000475372,0.000190197,0.000305656,0.001370001,0.000350042,9.15E-05,0.000595634,0.005626421,0.003388995,0.001807762,0.002099587
miR-504-5p,0.000371831,2.36E-05,9.41E-06,3.93E-05,0.000563199,0.000155824,0.000596156,6.81E-05,4.79E-05,0.000312653,1.55E-05,0.000757865,0.000253526,4.12E-06,0.001074154,0.001254553,0.000360277,2.63E-06,4.81E-05,1.33E-05,0.000326397,0.000160982,0.000240254,0.00065555,0.000220256,0.000118415
miR-5047,0,4.72E-06,2.59E-05,8.73E-06,3.58E-05,9.89E-06,2.69E-05,9.39E-06,5.38E-05,0,0,1.38E-05,0,1.23E-05,4.65E-06,1.07E-05,7.32E-06,5.27E-06,2.40E-05,0,3.05E-06,5.37E-06,3.35E-05,4.37E-05,8.31E-06,4.10E-05
miR-505-3p,0.000869604,0.007960843,0.006202028,0.005790039,0.002428591,0.001479096,0.002539559,0.002175903,0.007901663,0.000658084,0.003237008,0.00328408,0.000692971,0.002798607,0.006700674,0.006233447,0.000791879,0.004279191,0.016569805,0.003217053,0.002214616,0.005403636,0.001419177,0.002352034,0.005971849,0.002427505
miR-505-5p,0.000104952,0.000869315,0.000539,0.00059385,0.000358103,0.000202819,0.00058942,0.000244114,0.000939108,9.58E-05,0.000344,0.000367449,7.49E-05,0.000366288,0.000595202,0.000646935,0.000106071,0.000374166,0.001341159,0.000313371,0.000366052,0.000456116,0.000262604,0.000429087,0.000951672,0.000346136
miR-506-3p,3.00E-06,9.45E-06,9.41E-06,0,3.26E-06,2.47E-06,0,0,5.98E-06,2.52E-06,6.20E-06,4.59E-06,4.83E-06,4.12E-06,9.30E-06,3.57E-06,3.66E-06,2.63E-06,4.81E-06,1.67E-05,9.15E-06,0,5.59E-06,1.19E-05,8.31E-06,0
miR-506-5p,0,4.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10E-06,1.61E-05,0,0,0,0
miR-507,0,0,2.35E-06,0,0,0,3.37E-06,0,0,0,0,0,0,0,0,3.57E-06,0,2.63E-06,0,0,6.10E-06,1.61E-05,0,1.99E-05,0,9.11E-06
miR-508-3p,6.00E-06,0,4.71E-06,0,3.26E-06,0,0,0,0,2.27E-05,9.30E-06,9.19E-06,7.24E-06,4.12E-06,0,0,9.14E-06,0,0,0,1.53E-05,1.61E-05,0,2.38E-05,2.49E-05,1.82E-05
miR-508-5p,0,0,0,4.37E-06,1.30E-05,2.47E-06,6.74E-06,0,0,2.52E-06,3.10E-06,4.59E-06,2.41E-06,0,4.65E-06,0,0,2.63E-06,1.92E-05,0,0,0,0,3.97E-06,2.08E-05,4.55E-06
miR-5087,3.00E-06,0,7.06E-06,0,6.51E-06,0,0,0,1.20E-05,0,0,0,0,2.47E-05,1.40E-05,1.43E-05,1.28E-05,0,1.44E-05,0,9.15E-06,1.07E-05,5.59E-06,8.34E-05,7.90E-05,2.28E-05
miR-5088-3p,0,0,9.41E-06,3.49E-05,9.77E-06,4.95E-06,6.74E-06,1.64E-05,4.79E-05,0,4.65E-06,9.19E-06,0,4.53E-05,1.86E-05,3.57E-06,1.83E-06,1.05E-05,4.81E-05,1.33E-05,6.10E-06,5.37E-06,5.59E-06,3.97E-06,4.99E-05,4.55E-05
miR-5088-5p,1.50E-05,0.000188981,0.000110624,0.000235793,0.000572965,0.000148404,0.000404174,8.92E-05,0.000927144,1.51E-05,2.17E-05,0.000725713,7.24E-06,0.000111121,6.05E-05,0.000110801,4.21E-05,4.48E-05,0.000442246,5.33E-05,3.97E-05,0.000128786,0.0018494,0.0013111,0.000598432,0.000801578
miR-5089-3p,3.00E-06,0,0,0,9.77E-06,2.47E-06,6.74E-06,0,4.19E-05,0,0,2.76E-05,0,1.23E-05,0,0,3.66E-06,0,9.61E-06,3.33E-06,0,0,1.12E-05,0,4.16E-06,0
miR-5090,1.20E-05,0.000118113,5.88E-05,8.30E-05,0.000172541,5.94E-05,0.000165038,2.58E-05,0.000161503,5.04E-06,3.10E-06,0.00014698,9.66E-06,5.76E-05,1.40E-05,4.65E-05,2.74E-05,3.69E-05,8.65E-05,7.00E-05,1.53E-05,6.44E-05,0.00058108,0.000460872,0.000128829,0.000419006
miR-5091,9.00E-06,1.42E-05,7.06E-06,8.73E-06,1.30E-05,2.23E-05,3.03E-05,4.69E-06,4.79E-05,7.56E-06,3.10E-06,4.13E-05,1.45E-05,1.23E-05,2.33E-05,1.07E-05,1.28E-05,1.84E-05,9.61E-06,5.33E-05,1.22E-05,3.22E-05,6.15E-05,7.15E-05,5.40E-05,5.01E-05
miR-5093,3.00E-06,9.92E-05,9.89E-05,0.000104797,0.000520877,0.000158298,0.000397438,6.57E-05,0.00056825,7.56E-06,1.39E-05,0.000496057,7.24E-06,1.65E-05,2.79E-05,5.36E-05,3.66E-05,4.48E-05,0.000230737,3.33E-05,3.05E-05,3.22E-05,0.00118451,0.001346858,0.000290904,0.000551085
miR-509-3-5p,9.00E-06,0,4.71E-06,0,0,2.47E-06,0,0,0,7.56E-06,9.30E-06,4.59E-06,4.83E-06,4.12E-06,0,3.57E-06,3.66E-06,2.63E-06,1.44E-05,0,1.22E-05,5.37E-06,0,3.18E-05,2.08E-05,0
miR-509-3p,6.00E-06,1.42E-05,1.18E-05,0,3.26E-06,4.95E-06,0,0,0,2.52E-06,1.55E-05,1.84E-05,4.83E-06,1.65E-05,1.40E-05,1.79E-05,3.66E-06,7.90E-06,5.77E-05,6.67E-06,3.36E-05,1.07E-05,0,2.38E-05,4.99E-05,9.11E-06
miR-5094,3.00E-06,1.89E-05,2.35E-06,1.75E-05,0,1.73E-05,1.68E-05,2.35E-06,2.39E-05,0,0,4.13E-05,0,2.06E-05,4.65E-06,0,0,2.63E-06,0,0,0,1.07E-05,5.03E-05,4.37E-05,2.91E-05,1.37E-05
miR-509-5p,9.00E-06,0,7.06E-06,0,3.26E-06,7.42E-06,0,0,1.20E-05,2.52E-06,1.55E-06,1.38E-05,0,8.23E-06,1.40E-05,3.57E-06,3.66E-06,0,4.81E-06,3.33E-06,1.22E-05,5.37E-06,5.59E-06,3.97E-05,4.16E-05,1.37E-05
miR-510-3p,0,0,9.41E-06,0,6.51E-06,0,0,0,5.98E-06,2.52E-06,0,0,0,4.12E-06,0,3.57E-06,0,0,1.92E-05,0,1.83E-05,1.07E-05,1.12E-05,3.97E-06,0,0
miR-510-5p,3.00E-06,0,4.71E-06,0,0,7.42E-06,0,2.35E-06,0,0,4.65E-06,0,2.41E-06,0,0,3.57E-06,0,0,1.44E-05,6.67E-06,3.05E-06,1.07E-05,1.12E-05,2.38E-05,8.31E-06,0
miR-511-3p,9.00E-06,0.000368514,2.35E-05,0.000248893,3.91E-05,2.23E-05,0.000175142,0.000321574,9.57E-05,3.03E-05,4.65E-05,0.000165352,1.21E-05,2.06E-05,0.0001023,0.000164414,1.65E-05,8.17E-05,0.000259579,0,2.44E-05,0.000633197,2.23E-05,5.96E-05,0.000307527,5.01E-05
miR-511-5p,1.80E-05,0.00020788,6.36E-05,0.000235793,7.16E-05,6.68E-05,0.000114516,0.000143182,0.000221318,3.53E-05,4.18E-05,9.19E-05,2.41E-05,3.70E-05,0.000195301,7.86E-05,2.93E-05,7.90E-05,0.000259579,0.000146684,4.88E-05,0.000193179,6.15E-05,4.77E-05,0.000257658,0.00011386
miR-512-3p,0,0,2.35E-06,0,0,0,6.74E-06,2.35E-06,0,0,0,4.59E-06,0,4.12E-06,0,0,0,5.27E-06,1.44E-05,0,0,5.37E-06,1.12E-05,0,8.31E-06,1.82E-05
miR-512-5p,0,0,9.41E-06,0,0,0,0,0,0,0,1.55E-06,0,0,8.23E-06,0,0,1.83E-06,0,4.81E-06,0,0,1.61E-05,0,0,2.49E-05,0
miR-513a-3p,3.00E-06,4.72E-06,7.06E-06,0,9.77E-06,2.47E-06,1.35E-05,0,1.79E-05,0,1.55E-06,0,0,8.23E-06,9.30E-06,1.07E-05,0,2.63E-06,0,6.67E-06,1.22E-05,1.07E-05,0,1.19E-05,2.08E-05,0
miR-513a-5p,1.20E-05,2.83E-05,7.06E-06,0,3.26E-06,9.89E-06,3.37E-06,4.69E-06,1.20E-05,2.52E-06,4.65E-06,1.84E-05,7.24E-06,0,9.30E-06,7.15E-06,7.32E-06,5.27E-06,0,0,2.44E-05,5.37E-06,1.12E-05,1.59E-05,8.31E-06,2.28E-05
miR-513b-3p,0,0,0,0,0,2.47E-06,0,0,0,0,0,0,0,1.23E-05,0,0,0,0,2.40E-05,3.33E-06,9.15E-06,0,0,3.97E-06,0,9.11E-06
miR-513b-5p,1.20E-05,1.42E-05,4.71E-06,0,6.51E-06,0,0,0,0,5.04E-06,6.20E-06,9.19E-06,4.83E-06,0,0,3.57E-06,7.32E-06,0,4.81E-06,0,2.14E-05,1.07E-05,0,3.97E-06,4.16E-06,4.55E-06
miR-513c-3p,6.00E-06,9.45E-06,9.41E-06,4.37E-06,0,0,1.35E-05,4.69E-06,1.20E-05,0,1.55E-06,4.59E-06,0,4.12E-06,1.40E-05,7.15E-06,1.83E-06,5.27E-06,2.88E-05,1.33E-05,1.22E-05,1.61E-05,0,3.97E-06,2.08E-05,4.55E-06
miR-513c-5p,3.00E-06,9.45E-06,7.06E-06,0,0,0,0,0,0,0,1.55E-06,4.59E-06,0,8.23E-06,4.65E-06,1.79E-05,3.66E-06,0,0,0,1.83E-05,0,0,1.59E-05,4.16E-05,0
miR-514a-3p,3.30E-05,4.72E-06,4.47E-05,1.31E-05,1.63E-05,4.95E-06,1.35E-05,0,0,1.26E-05,1.55E-05,2.76E-05,2.17E-05,0,0,2.50E-05,2.01E-05,7.90E-06,2.40E-05,0,6.71E-05,3.22E-05,5.59E-06,7.15E-05,2.49E-05,1.37E-05
miR-514a-5p,9.00E-06,0,1.41E-05,8.73E-06,0,0,0,0,0,2.52E-06,1.55E-06,4.59E-06,0,2.06E-05,0,0,3.66E-06,0,2.88E-05,0,1.22E-05,2.68E-05,0,1.99E-05,0,0
miR-514b-3p,0,0,7.06E-06,0,0,0,3.37E-06,4.69E-06,5.98E-06,5.04E-06,0,0,0,4.12E-06,9.30E-06,0,0,0,1.44E-05,1.00E-05,6.10E-06,1.61E-05,0,3.97E-06,2.08E-05,0
miR-514b-5p,9.00E-06,0,2.35E-06,0,3.26E-06,2.47E-06,3.37E-06,2.35E-06,1.20E-05,7.56E-06,1.55E-06,4.59E-06,0,0,0,0,1.83E-06,0,0,0,1.83E-05,5.37E-06,0,2.38E-05,3.74E-05,4.55E-06
miR-515-3p,6.00E-06,4.72E-06,0,0,6.51E-06,4.95E-06,1.68E-05,2.35E-06,0,0,0,0,0,1.23E-05,4.65E-06,0,0,2.63E-06,2.40E-05,0,3.05E-06,1.61E-05,5.59E-06,3.97E-06,1.25E-05,9.11E-06
miR-515-5p,0,0,2.35E-06,2.18E-05,0,0,1.68E-05,0,0,0,0,0,0,2.47E-05,1.40E-05,1.07E-05,0,0,3.85E-05,6.67E-06,0,5.37E-06,0,0,2.91E-05,4.55E-06
miR-516a-3p,0,0,0,4.37E-06,0,0,3.37E-06,2.35E-06,0,2.52E-06,1.55E-06,0,0,0,9.30E-06,3.57E-06,0,0,9.61E-06,0,3.05E-06,0,0,0,0,0
miR-516a-5p,0,9.45E-06,4.71E-06,0,0,0,0,0,0,0,0,0,0,2.06E-05,0,3.57E-06,1.10E-05,0,3.85E-05,0,0,0,5.59E-06,0,4.16E-05,4.55E-06
miR-516b-5p,0,0,2.35E-06,0,3.26E-06,4.95E-06,3.37E-06,0,1.79E-05,2.52E-06,0,9.19E-06,0,8.23E-06,0,0,1.83E-06,0,1.44E-05,6.67E-06,0,1.07E-05,1.12E-05,1.59E-05,2.91E-05,1.82E-05
miR-517-5p,3.00E-06,0,1.41E-05,1.75E-05,3.26E-06,0,3.37E-06,2.35E-06,3.59E-05,5.04E-06,7.75E-06,0,0,4.12E-05,4.65E-06,0,5.49E-06,2.63E-06,5.77E-05,1.67E-05,0,5.37E-06,5.59E-06,1.19E-05,2.49E-05,2.28E-05
miR-517a-3p,9.00E-06,9.45E-06,9.41E-06,0,0,4.95E-06,1.68E-05,0,0,0,0,0,0,2.88E-05,4.65E-06,0,1.83E-06,2.63E-06,1.44E-05,0,3.05E-06,0,0,7.95E-06,5.40E-05,9.11E-06
miR-517c-3p,0,0,2.35E-06,0,0,0,1.35E-05,0,0,0,0,0,0,8.23E-06,0,0,0,0,1.44E-05,3.33E-06,6.10E-06,1.07E-05,0,0,1.25E-05,9.11E-06
miR-5186,0,0,2.35E-06,0,0,0,3.37E-06,0,0,0,0,0,0,0,0,0,0,0,1.44E-05,0,3.05E-06,0,5.59E-06,3.97E-06,4.16E-06,0
miR-5187-3p,6.00E-06,0,4.71E-06,4.37E-06,0,7.42E-06,3.37E-06,4.69E-06,5.98E-06,5.04E-06,1.55E-06,4.59E-06,4.83E-06,3.29E-05,0,7.15E-06,0,7.90E-06,1.92E-05,3.33E-06,0,1.07E-05,5.59E-06,3.97E-06,4.16E-05,9.11E-06
miR-5187-5p,9.00E-06,2.83E-05,7.06E-06,2.62E-05,4.88E-05,1.48E-05,1.01E-05,1.64E-05,6.58E-05,5.04E-06,3.10E-06,6.89E-05,7.24E-06,2.06E-05,2.33E-05,1.07E-05,1.65E-05,1.32E-05,6.25E-05,2.00E-05,1.22E-05,5.37E-06,8.38E-05,0.000115218,7.06E-05,0.000122969
miR-5188,0,0,7.06E-06,0,9.77E-06,7.42E-06,2.02E-05,4.69E-06,5.98E-06,0,3.10E-06,4.59E-06,0,1.65E-05,1.40E-05,0,9.14E-06,0,0,3.33E-06,0,0,2.23E-05,1.99E-05,2.91E-05,9.11E-06
miR-5189-3p,0,1.89E-05,1.41E-05,3.06E-05,4.23E-05,2.47E-06,3.03E-05,0,5.38E-05,0,1.55E-06,9.19E-06,7.24E-06,6.17E-05,0,7.15E-06,3.66E-06,2.63E-06,4.81E-05,0,1.22E-05,1.61E-05,6.15E-05,4.37E-05,3.32E-05,2.73E-05
miR-5189-5p,0,8.98E-05,4.00E-05,6.55E-05,0.000221373,4.70E-05,0.000151565,6.57E-05,0.000376839,2.52E-06,1.70E-05,0.000261808,4.83E-06,2.47E-05,0,4.29E-05,1.10E-05,2.11E-05,0.000144211,1.67E-05,2.75E-05,3.22E-05,0.000474921,0.000536359,0.000241035,0.000273265
miR-518b,3.00E-06,0,9.41E-06,8.73E-06,6.51E-06,0,2.36E-05,2.35E-06,1.20E-05,0,1.55E-06,0,0,2.47E-05,1.86E-05,7.15E-06,5.49E-06,2.63E-06,1.92E-05,6.67E-06,0,5.37E-06,0,3.97E-06,3.32E-05,0
miR-518c-3p,9.00E-06,0,2.35E-06,4.37E-06,3.26E-06,0,3.37E-06,0,0,0,0,0,0,2.47E-05,0,0,1.83E-06,0,2.40E-05,1.33E-05,6.10E-06,5.37E-06,0,3.97E-06,2.49E-05,4.55E-06
miR-5190,6.00E-06,4.25E-05,4.00E-05,3.06E-05,8.14E-05,2.47E-05,0.00010778,3.76E-05,0.000197392,5.04E-06,3.10E-06,0.000142387,0,0.000176971,2.79E-05,7.15E-06,1.10E-05,5.27E-06,0.000139404,2.67E-05,9.15E-06,2.15E-05,0.00037435,0.000230436,0.000128829,0.00015485
miR-5191,0,0,9.41E-06,8.73E-06,4.23E-05,0,3.03E-05,1.41E-05,5.38E-05,2.52E-06,0,3.67E-05,0,4.12E-06,4.65E-06,1.07E-05,1.83E-06,0,2.88E-05,0,0,1.07E-05,5.59E-05,9.54E-05,6.65E-05,9.11E-05
miR-5192,3.00E-06,4.72E-05,2.82E-05,8.73E-05,0.000195329,2.47E-05,0.000205455,6.34E-05,0.000275153,7.56E-06,1.55E-06,0.00028018,1.69E-05,8.23E-06,9.30E-06,5.36E-05,1.83E-05,7.90E-06,6.73E-05,6.67E-06,1.22E-05,2.15E-05,0.000564318,0.000425114,0.00018701,0.000218612
miR-5193,0,9.45E-06,9.41E-06,3.49E-05,6.51E-06,2.47E-06,1.35E-05,2.35E-06,3.59E-05,0,1.55E-06,9.19E-06,2.41E-06,3.29E-05,1.86E-05,1.07E-05,1.10E-05,7.90E-06,5.29E-05,1.00E-05,3.05E-06,3.22E-05,1.68E-05,7.95E-06,8.31E-05,2.73E-05
miR-5194,0,9.45E-06,2.12E-05,4.37E-06,4.88E-05,1.48E-05,3.37E-05,7.04E-06,7.78E-05,0,3.10E-06,7.35E-05,0,1.65E-05,1.40E-05,0,5.49E-06,5.27E-06,3.36E-05,3.33E-06,0,1.07E-05,0.000162032,0.000147002,4.99E-05,9.11E-05
miR-5195-3p,6.00E-06,0,0,4.37E-06,0,0,1.01E-05,0,1.20E-05,5.04E-06,1.55E-06,4.59E-06,0,1.23E-05,9.30E-06,1.43E-05,0,0,1.44E-05,1.33E-05,3.05E-06,1.61E-05,5.59E-06,3.97E-06,8.31E-06,1.82E-05
miR-5195-5p,0,4.72E-06,1.18E-05,1.31E-05,9.77E-06,0,1.68E-05,2.35E-05,0.000101687,2.52E-06,0,3.22E-05,7.24E-06,1.65E-05,1.40E-05,7.15E-06,1.83E-06,2.63E-06,4.81E-05,2.00E-05,3.05E-06,1.07E-05,5.03E-05,2.38E-05,0.000162075,5.92E-05
miR-5196-3p,0,4.72E-06,4.71E-06,4.37E-06,0,2.47E-06,1.35E-05,0,2.99E-05,0,3.10E-06,4.59E-06,4.83E-06,4.53E-05,2.79E-05,1.43E-05,3.66E-06,7.90E-06,3.85E-05,2.00E-05,6.10E-06,3.22E-05,5.59E-06,1.19E-05,7.06E-05,2.73E-05
miR-5196-5p,0.000167924,0.001757527,0.002007715,0.003397172,0.004925547,0.001202075,0.00421688,0.001546839,0.004228975,0.00021684,0.000370342,0.005824074,0.000239039,0.000395097,0.000599852,0.000875685,0.000457205,0.000540169,0.002994775,0.000546732,0.00034775,0.001427376,0.015761802,0.010043823,0.005568739,0.007173209
miR-5197-3p,0,0,0,0,0,0,0,2.35E-06,0,0,0,0,0,8.23E-06,0,0,3.66E-06,0,0,0,3.05E-06,5.37E-06,0,0,4.16E-06,4.55E-06
miR-5197-5p,0,0,0,0,3.26E-06,0,3.37E-06,0,0,0,0,4.59E-06,0,3.29E-05,0,0,3.66E-06,0,2.40E-05,6.67E-06,9.15E-06,0,0,1.59E-05,2.08E-05,0
miR-519a-3p,6.00E-06,2.36E-05,2.12E-05,1.31E-05,3.26E-06,0,2.69E-05,1.41E-05,5.98E-06,0,3.10E-06,0,2.41E-06,2.06E-05,4.65E-06,0,0,0,0,6.67E-06,0,5.37E-06,0,0,4.16E-05,9.11E-06
miR-519b-3p,0,9.45E-06,7.06E-06,4.37E-06,0,2.47E-06,6.74E-06,2.35E-06,0,2.52E-06,1.55E-06,4.59E-06,2.41E-06,4.12E-06,1.86E-05,3.57E-06,1.83E-06,2.63E-06,4.81E-06,0,6.10E-06,2.15E-05,0,0,2.08E-05,4.55E-06
miR-519c-3p,1.50E-05,0,4.71E-06,0,0,0,3.37E-06,0,0,0,0,0,0,0,4.65E-06,0,0,2.63E-06,1.44E-05,0,3.05E-06,1.07E-05,0,0,4.16E-06,0
miR-519d-3p,1.20E-05,1.89E-05,2.35E-06,1.31E-05,3.26E-06,2.47E-06,1.35E-05,4.69E-06,1.79E-05,0,0,9.19E-06,0,1.23E-05,2.33E-05,7.15E-06,1.83E-06,7.90E-06,4.33E-05,3.33E-06,1.53E-05,1.07E-05,0,1.19E-05,3.32E-05,2.73E-05
miR-519e-3p,3.00E-06,0,1.18E-05,0,0,0,3.37E-06,0,1.20E-05,2.52E-06,1.55E-06,0,0,0,0,0,0,2.63E-06,4.81E-06,6.67E-06,0,5.37E-06,1.12E-05,3.97E-06,4.16E-06,0
miR-519e-5p,3.00E-06,0,1.18E-05,4.37E-06,0,0,0,0,1.20E-05,0,1.55E-06,0,0,1.23E-05,9.30E-06,7.15E-06,1.83E-06,5.27E-06,4.81E-06,3.33E-06,3.05E-06,1.61E-05,5.59E-06,7.95E-06,2.08E-05,4.55E-06
miR-520a-5p,0,0,0,8.73E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33E-06,0,5.37E-06,0,0,8.31E-06,0
miR-520b,0,9.45E-06,4.71E-06,1.31E-05,9.77E-06,0,3.37E-06,2.35E-06,5.98E-06,2.52E-06,4.65E-06,1.84E-05,0,8.23E-06,3.26E-05,3.57E-06,1.83E-06,7.90E-06,9.61E-06,1.00E-05,9.15E-06,1.61E-05,5.59E-06,0,2.08E-05,9.11E-06
miR-520c-3p,0,4.72E-06,0,4.37E-06,9.77E-06,7.42E-06,6.74E-06,0,2.99E-05,0,0,0,4.83E-06,8.23E-06,1.40E-05,7.15E-06,0,2.63E-06,1.44E-05,3.33E-06,0,5.37E-06,0,0,8.31E-06,4.55E-06
miR-520d-3p,3.00E-06,4.72E-06,2.35E-06,0,0,2.47E-06,0,0,0,0,0,0,0,4.12E-05,3.26E-05,0,0,0,0,0,3.05E-06,1.07E-05,0,0,1.25E-05,0
miR-520e,0,0,4.71E-06,4.37E-05,0,7.42E-06,1.01E-05,7.04E-06,1.79E-05,2.52E-06,3.10E-06,9.19E-06,2.41E-06,3.29E-05,0,3.57E-06,0,2.63E-06,2.88E-05,0,3.05E-06,2.15E-05,5.59E-06,3.97E-06,5.40E-05,0
miR-520f-3p,3.00E-06,0,0,0,6.51E-06,0,0,4.69E-06,3.59E-05,0,0,4.59E-06,0,4.12E-06,0,0,0,0,4.81E-06,0,0,5.37E-06,5.59E-06,0,1.25E-05,1.37E-05
miR-520g-5p,0,0,9.41E-06,0,0,0,0,0,0,0,0,0,0,4.12E-06,0,3.57E-06,0,0,2.88E-05,0,3.05E-06,5.37E-06,0,7.95E-06,0,0
miR-521,0,4.72E-06,0,0,0,0,0,0,1.20E-05,0,0,0,0,3.29E-05,0,0,0,0,1.44E-05,0,0,1.07E-05,0,0,1.66E-05,9.11E-06
miR-522-3p,0,4.72E-06,9.41E-06,0,0,0,0,0,0,0,0,0,2.41E-06,1.65E-05,0,0,0,0,0,0,3.05E-06,0,0,0,1.66E-05,0
miR-523-3p,0,0,0,0,0,4.95E-06,3.37E-06,0,0,0,0,0,0,1.65E-05,0,0,0,0,1.92E-05,0,3.05E-06,1.07E-05,5.59E-06,0,1.25E-05,4.55E-06
miR-525-5p,3.00E-06,1.89E-05,2.35E-06,1.75E-05,0,2.47E-06,1.68E-05,4.69E-06,1.20E-05,7.56E-06,0,0,2.41E-06,2.47E-05,4.65E-06,7.15E-06,3.66E-06,2.63E-06,4.81E-05,1.00E-05,3.05E-06,1.61E-05,5.59E-06,2.38E-05,3.74E-05,1.37E-05
miR-532-3p,0.002413902,0.001507127,0.002012423,0.083580043,0.004320027,0.000539202,0.02283245,0.001006971,0.005838019,0.00200703,0.000717441,0.002627264,0.00332481,0.004399575,0.002148308,0.00363856,0.003238838,0.000613948,0.002153546,0.004160499,0.000536877,0.004335787,0.00581639,0.00609463,0.004459147,0.005260353
miR-532-5p,0.00208705,0.001587444,0.00226427,0.088274079,0.00373404,0.00058125,0.019622636,0.001082083,0.006699366,0.001691855,0.000920432,0.002746685,0.002911925,0.007515084,0.001939057,0.00338479,0.003785655,0.000627123,0.002941898,0.003780454,0.000503322,0.005564618,0.004464261,0.005546351,0.005194719,0.004613626
miR-539-3p,0.000464789,8.98E-05,1.18E-05,5.68E-05,4.88E-05,2.47E-06,2.02E-05,3.52E-05,0,0.000136155,3.10E-06,7.81E-05,0.000169017,8.23E-06,0.00012555,7.86E-05,9.51E-05,0.000118574,6.73E-05,4.67E-05,0.000219631,8.59E-05,4.47E-05,0.000150975,0.000249347,2.73E-05
miR-539-5p,0.00355938,0.000307095,4.71E-05,0.00012663,0.000371125,1.24E-05,0.000151565,0.000164308,5.38E-05,0.000801803,7.75E-06,0.000868099,0.00134248,4.53E-05,0.000292951,0.000589747,0.000791879,0.000200258,0.000447053,0.000206691,0.001558773,0.000606366,0.00037435,0.001775945,0.002393726,0.000286928
