,group4,shh,shh,shh,group4,group3,group3,shh,group3,group4,group3,group4,group4,wnt,group4,group4,group4,shh,shh,wnt,group4,shh,group4,group4,shh,group3
miR-541-3p,2.10E-05,2.36E-05,1.88E-05,3.49E-05,1.95E-05,1.48E-05,2.69E-05,1.17E-05,3.59E-05,7.56E-06,3.10E-06,2.30E-05,1.45E-05,1.23E-05,1.86E-05,1.07E-05,9.14E-06,2.37E-05,2.88E-05,3.00E-05,3.05E-06,1.61E-05,5.59E-05,9.14E-05,5.82E-05,3.19E-05
miR-541-5p,1.50E-05,0,4.71E-06,4.37E-06,3.26E-06,0,0,4.69E-06,0,2.52E-06,0,9.19E-06,7.24E-06,8.23E-06,0,0,5.49E-06,0,9.61E-06,6.67E-06,1.53E-05,1.07E-05,5.59E-06,2.38E-05,2.49E-05,1.82E-05
miR-542-3p,2.10E-05,0.000188981,1.65E-05,0.000109164,3.26E-05,0.000111303,7.07E-05,0.000103279,0.00019141,7.56E-06,1.55E-05,7.35E-05,1.45E-05,4.94E-05,2.79E-05,1.07E-05,1.83E-06,5.01E-05,3.36E-05,0.001100132,6.10E-06,3.22E-05,9.50E-05,0.000111245,0.000149608,9.11E-05
miR-542-5p,2.10E-05,5.67E-05,1.41E-05,3.93E-05,5.53E-05,8.66E-05,0.000101043,6.81E-05,0.000107668,5.04E-06,0,7.81E-05,1.45E-05,2.88E-05,4.65E-05,2.14E-05,1.83E-05,4.22E-05,8.17E-05,0.000660079,2.75E-05,2.15E-05,8.38E-05,0.000135083,0.000141296,5.01E-05
miR-543,0.00652803,0.002735506,0.000275384,0.000541452,0.001165463,1.98E-05,0.000421014,0.001164237,0.000251226,0.001394331,3.41E-05,0.002870699,0.003421391,3.29E-05,0.002380808,0.001772815,0.001708117,0.002932721,0.002052598,0.000866771,0.00167774,0.002758162,0.001078351,0.007175294,0.004346941,0.000541976
miR-544a,1.80E-05,4.72E-06,0,0,3.26E-06,0,0,0,0,2.52E-06,0,0,1.21E-05,4.53E-05,0,0,7.32E-06,5.27E-06,9.61E-06,1.00E-05,0,1.61E-05,5.59E-06,1.19E-05,4.16E-06,9.11E-06
miR-544b,0,1.89E-05,2.35E-06,2.18E-05,0,0,6.06E-05,1.17E-05,4.79E-05,2.52E-06,9.30E-06,1.84E-05,7.24E-06,1.23E-05,1.40E-05,7.15E-06,1.83E-06,0,1.92E-05,3.33E-06,0,2.68E-05,0,2.38E-05,3.74E-05,2.28E-05
miR-545-3p,0.000305861,0.000992153,0.000680222,0.000550185,0.000253928,9.65E-05,0.000734249,0.000164308,0.000616102,0.000421073,0.000168901,0.000583326,0.000197992,0.00041156,0.000544052,0.000675528,0.000314557,0.000526994,0.000793159,0.000336707,0.000503322,0.000922965,0.000396699,0.000413195,0.000739728,0.000578411
miR-545-5p,6.00E-06,0,0,0,0,0,0,4.69E-06,0,0,0,0,0,0,0,3.57E-06,0,2.63E-06,4.81E-06,0,0,1.07E-05,0,0,0,0
miR-548ab,6.00E-06,9.45E-06,0,4.37E-06,0,0,0,0,0,0,0,0,0,4.53E-05,0,0,3.66E-06,0,2.88E-05,3.33E-06,6.10E-06,0,0,7.95E-06,0,4.55E-06
miR-548ad,3.00E-06,4.72E-06,4.71E-06,2.62E-05,3.26E-06,7.42E-06,1.01E-05,7.04E-06,2.39E-05,7.56E-06,4.65E-06,4.59E-06,4.83E-06,6.58E-05,4.65E-06,1.07E-05,0,1.05E-05,1.92E-05,1.67E-05,9.15E-06,1.61E-05,1.68E-05,3.97E-06,1.25E-05,4.55E-06
miR-548ae,9.00E-06,6.14E-05,3.53E-05,0.00011353,1.63E-05,1.98E-05,4.04E-05,1.88E-05,0.000107668,1.01E-05,2.48E-05,2.30E-05,2.41E-06,0.000176971,6.98E-05,3.93E-05,1.83E-05,5.53E-05,0.000293228,8.67E-05,2.14E-05,5.90E-05,7.82E-05,5.96E-05,0.000120517,1.82E-05
miR-548ag,0,0,0,0,0,0,0,0,0,0,4.65E-06,0,0,8.23E-06,0,0,1.83E-06,0,1.92E-05,0,6.10E-06,5.37E-06,0,3.97E-06,0,0
miR-548ak,2.40E-05,7.56E-05,4.47E-05,0.000144096,3.58E-05,1.73E-05,3.70E-05,2.11E-05,0.000209355,4.54E-05,2.63E-05,5.05E-05,9.66E-06,7.82E-05,0.000190651,5.72E-05,2.74E-05,7.64E-05,0.000278807,9.33E-05,2.14E-05,0.000112688,2.23E-05,3.97E-05,0.000137141,6.38E-05
miR-548al,0,0,1.18E-05,4.37E-06,0,7.42E-06,3.03E-05,2.35E-06,5.98E-06,5.04E-06,1.08E-05,4.59E-06,2.41E-06,3.29E-05,1.40E-05,7.15E-06,3.66E-06,0,6.25E-05,0,6.10E-06,3.22E-05,1.12E-05,1.59E-05,1.66E-05,3.19E-05
miR-548an,6.00E-06,0,2.35E-06,0,0,0,3.37E-06,0,0,0,0,4.59E-06,0,0,0,0,0,0,2.40E-05,3.33E-06,0,1.07E-05,5.59E-06,3.97E-06,4.16E-06,0
miR-548ao-3p,0,4.72E-06,7.06E-06,4.37E-06,0,4.95E-06,6.74E-06,1.17E-05,2.39E-05,2.52E-06,1.55E-06,0,0,4.12E-06,9.30E-06,0,3.66E-06,0,4.33E-05,2.67E-05,0,2.68E-05,0,3.97E-06,1.66E-05,4.55E-06
miR-548ao-5p,0,7.56E-05,2.12E-05,1.75E-05,0,0,0,9.39E-06,1.79E-05,0,0,0,0,1.23E-05,9.30E-06,3.57E-06,0,1.05E-05,5.29E-05,0,1.22E-05,6.98E-05,0,0,4.16E-06,1.37E-05
miR-548ar-3p,3.00E-06,4.72E-06,2.35E-06,8.73E-06,0,0,6.74E-06,0,0,5.04E-06,0,0,0,1.23E-05,1.40E-05,0,5.49E-06,7.90E-06,4.81E-06,0,3.05E-06,5.37E-06,5.59E-06,0,1.25E-05,0
miR-548as-3p,0,0,2.35E-06,0,3.26E-06,0,0,0,0,2.52E-06,0,0,0,8.23E-06,0,0,0,2.63E-06,4.81E-06,0,3.05E-06,5.37E-06,0,0,4.16E-06,0
miR-548au-3p,0,1.42E-05,4.71E-06,0,3.26E-06,1.48E-05,1.01E-05,0,5.98E-06,0,3.10E-06,4.59E-06,0,1.65E-05,0,3.57E-06,0,2.63E-06,4.81E-06,6.67E-06,0,0,2.23E-05,1.19E-05,3.74E-05,2.73E-05
miR-548av-5p,3.00E-06,0,2.35E-06,0,6.51E-06,0,0,0,0,0,1.55E-06,0,0,0,9.30E-06,3.57E-06,0,0,0,0,0,2.15E-05,0,0,0,0
miR-548aw,4.80E-05,0.000240951,8.00E-05,6.55E-05,1.95E-05,5.44E-05,3.37E-05,1.41E-05,7.18E-05,3.28E-05,4.49E-05,3.67E-05,1.45E-05,0.000201664,9.30E-06,8.22E-05,5.30E-05,9.75E-05,0.00017786,4.00E-05,7.32E-05,9.66E-05,4.47E-05,3.58E-05,0.000162075,9.11E-05
miR-548ax,9.00E-06,1.89E-05,2.12E-05,1.31E-05,9.77E-06,7.42E-06,1.35E-05,9.39E-06,0,2.52E-06,1.55E-06,1.84E-05,7.24E-06,0.000107006,1.86E-05,3.57E-06,1.28E-05,1.05E-05,0.00017786,6.67E-06,3.05E-06,5.37E-05,1.68E-05,3.97E-05,4.57E-05,3.64E-05
miR-548ay-3p,1.50E-05,5.20E-05,4.24E-05,5.24E-05,6.19E-05,3.71E-05,2.69E-05,3.52E-05,6.58E-05,1.26E-05,3.10E-05,4.13E-05,2.41E-05,0.000144046,0.00010695,1.79E-05,1.10E-05,2.11E-05,0.000182667,5.67E-05,3.36E-05,3.22E-05,3.91E-05,5.16E-05,0.000149608,5.47E-05
miR-548ay-5p,1.50E-05,2.83E-05,8.71E-05,8.73E-05,2.60E-05,1.24E-05,1.68E-05,1.41E-05,6.58E-05,1.26E-05,7.75E-06,9.19E-06,9.66E-06,0.001489847,3.72E-05,2.14E-05,6.40E-05,2.11E-05,0.001278668,8.00E-05,1.22E-05,8.05E-05,7.82E-05,0.000150975,0.0002161,0.000314255
miR-548az-5p,3.00E-06,1.89E-05,1.18E-05,4.80E-05,6.51E-06,9.89E-06,1.35E-05,1.41E-05,6.58E-05,7.56E-06,9.30E-06,9.19E-06,1.21E-05,0.0004486,2.33E-05,1.43E-05,2.74E-05,2.11E-05,0.000432632,6.00E-05,3.05E-06,3.76E-05,5.59E-06,7.55E-05,0.00018701,0.000200394
miR-548b-3p,0.000101954,0.000264574,0.000364825,0.00059385,0.00020184,0.000299282,0.000333443,0.000107974,0.001758584,9.83E-05,0.000201441,0.000381229,7.00E-05,6.17E-05,0.000655652,0.000260918,0.000113387,0.000271402,0.000754702,6.00E-05,0.000192177,0.00069759,0.000284953,0.000274139,0.000486226,0.00043267
miR-548b-5p,0,1.42E-05,5.65E-05,0.000109164,1.30E-05,2.23E-05,2.69E-05,9.39E-06,0.000221318,1.51E-05,2.17E-05,2.76E-05,4.83E-06,0.000563837,3.72E-05,2.86E-05,4.02E-05,3.95E-05,0.000490316,3.67E-05,9.15E-06,2.15E-05,7.82E-05,0.00022249,0.000195321,0.000327918
miR-548ba,0,0,9.41E-06,0,0,2.47E-06,1.01E-05,1.88E-05,0,2.52E-06,3.10E-06,4.59E-06,0,4.53E-05,1.40E-05,1.07E-05,0,1.05E-05,1.44E-05,0,3.05E-06,2.68E-05,5.59E-06,3.97E-05,0.000141296,1.37E-05
miR-548d-5p,1.20E-05,3.31E-05,0.000223603,0.00012663,2.28E-05,1.24E-05,3.70E-05,3.05E-05,0.000107668,2.27E-05,1.08E-05,2.76E-05,4.83E-06,0.00457243,5.58E-05,3.93E-05,0.000246891,5.53E-05,0.003355301,0.000193357,1.22E-05,0.000198545,0.000201143,0.001132314,0.001076346,0.001311673
miR-548e-3p,2.10E-05,2.83E-05,4.71E-05,3.06E-05,1.63E-05,1.48E-05,4.72E-05,3.05E-05,5.98E-05,1.51E-05,1.55E-06,3.67E-05,2.41E-06,9.88E-05,2.79E-05,5.72E-05,2.19E-05,3.43E-05,0.000110562,2.33E-05,3.05E-05,6.98E-05,2.23E-05,4.77E-05,3.32E-05,6.38E-05
miR-548e-5p,9.00E-06,1.89E-05,8.24E-05,0.00011353,4.56E-05,1.98E-05,2.69E-05,1.88E-05,7.78E-05,7.56E-06,1.39E-05,3.67E-05,2.41E-06,0.001609199,7.91E-05,4.29E-05,6.77E-05,2.37E-05,0.00153344,9.67E-05,1.83E-05,6.44E-05,6.15E-05,0.000190705,0.000211945,0.000245939
miR-548g-3p,3.00E-06,0,7.06E-06,0,0,0,0,2.35E-06,1.20E-05,0,0,0,0,1.65E-05,9.30E-06,7.15E-06,0,7.90E-06,9.61E-06,0,0,5.37E-06,0,0,1.25E-05,0
miR-548h-5p,9.00E-06,2.83E-05,2.12E-05,3.06E-05,3.26E-06,2.47E-06,1.68E-05,2.35E-06,5.98E-05,0,1.55E-06,4.59E-06,4.83E-06,0.000316901,4.19E-05,7.15E-06,5.49E-06,1.05E-05,0.000245158,6.67E-06,0,5.37E-06,2.79E-05,3.58E-05,2.49E-05,4.55E-05
miR-548j-3p,0,8.98E-05,4.71E-05,0.00011353,3.91E-05,2.47E-05,6.74E-06,1.41E-05,8.97E-05,2.02E-05,1.55E-05,3.22E-05,2.41E-06,0.000506219,8.37E-05,3.22E-05,3.66E-05,4.48E-05,0.000600878,9.67E-05,1.83E-05,6.44E-05,2.79E-05,3.97E-05,7.90E-05,0.00011386
miR-548k,1.50E-05,5.67E-05,2.12E-05,0.00011353,6.51E-06,4.70E-05,5.39E-05,3.52E-05,5.38E-05,3.78E-05,1.24E-05,4.13E-05,2.41E-05,9.88E-05,6.05E-05,3.22E-05,1.65E-05,5.80E-05,0.00012979,4.67E-05,3.66E-05,8.59E-05,2.79E-05,1.99E-05,0.000228568,0.000100197
miR-548l,3.00E-06,4.72E-06,2.12E-05,3.93E-05,3.26E-06,2.47E-06,1.35E-05,2.35E-05,1.79E-05,2.52E-06,2.79E-05,4.59E-06,0,3.29E-05,9.30E-06,1.07E-05,0,2.11E-05,7.21E-05,3.33E-06,3.05E-06,4.29E-05,2.23E-05,1.59E-05,8.31E-06,1.37E-05
miR-548m,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06E-05,0,0,0,0,4.81E-06,0,9.15E-06,0,0,0,8.31E-06,0
miR-548s,6.00E-06,1.42E-05,1.88E-05,2.62E-05,6.51E-06,4.95E-06,2.02E-05,1.17E-05,2.99E-05,2.52E-06,9.30E-06,4.59E-06,7.24E-06,2.06E-05,4.65E-05,3.57E-05,0,1.58E-05,5.77E-05,3.00E-05,6.10E-06,4.29E-05,2.23E-05,2.38E-05,2.08E-05,2.28E-05
miR-548t-5p,0,1.42E-05,9.41E-06,1.31E-05,0,0,1.01E-05,9.39E-06,2.39E-05,7.56E-06,3.10E-06,9.19E-06,4.83E-06,8.64E-05,4.65E-06,3.57E-06,7.32E-06,0,8.65E-05,3.67E-05,0,4.29E-05,5.59E-06,1.99E-05,3.32E-05,4.55E-06
miR-548v,6.00E-05,5.67E-05,1.41E-05,3.06E-05,3.91E-05,7.42E-06,1.68E-05,2.35E-06,3.59E-05,4.03E-05,3.10E-06,5.51E-05,2.41E-05,6.17E-05,5.12E-05,4.65E-05,2.93E-05,7.90E-06,9.13E-05,3.33E-06,7.32E-05,8.59E-05,5.03E-05,0.000103299,0.000253502,1.37E-05
miR-548w,3.90E-05,5.20E-05,0.000150638,0.000117897,4.56E-05,1.98E-05,7.41E-05,4.93E-05,0.000221318,4.03E-05,9.30E-06,0.000110235,2.66E-05,0.001242911,0.000144151,6.43E-05,6.58E-05,8.17E-05,0.001297896,0.000103346,5.49E-05,0.000166348,0.000139683,0.000464845,0.00040311,0.000378017
miR-548x-3p,0,0,4.71E-06,2.62E-05,6.51E-06,2.47E-06,3.37E-06,4.69E-06,2.39E-05,2.52E-06,1.55E-06,0,0,0,0,0,0,1.05E-05,4.81E-06,6.67E-06,3.05E-06,5.37E-06,5.59E-06,1.19E-05,8.31E-06,4.55E-06
miR-548y,0,0,4.71E-06,2.18E-05,1.30E-05,2.23E-05,6.74E-06,7.04E-06,1.79E-05,2.52E-06,9.30E-06,9.19E-06,0,7.41E-05,1.40E-05,3.57E-06,3.66E-06,2.63E-06,3.85E-05,1.33E-05,0,5.37E-06,3.91E-05,7.95E-06,8.31E-06,4.55E-06
miR-549a,9.00E-06,4.72E-06,1.65E-05,0,6.51E-06,0,1.35E-05,9.39E-06,1.20E-05,5.04E-06,0,1.38E-05,2.41E-06,4.12E-05,0,0,7.32E-06,5.27E-06,2.40E-05,1.00E-05,9.15E-06,2.15E-05,0.000106159,5.16E-05,0,3.64E-05
miR-550a-3-5p,3.60E-05,0.00015591,0.000160052,0.000266359,0.000107431,0.000103883,0.00012462,8.22E-05,0.000167484,2.52E-05,2.63E-05,0.000243435,1.93E-05,7.41E-05,0.000167401,5.72E-05,2.01E-05,6.59E-05,0.000288421,2.00E-05,4.58E-05,0.000220009,0.000536382,0.000313869,0.000249347,0.000264156
miR-550a-5p,2.40E-05,0.000212604,0.000242432,0.00022706,0.000253928,7.17E-05,0.000134725,0.000138488,0.000245245,1.01E-05,1.70E-05,0.00028018,1.93E-05,0.00013993,0.000148801,8.22E-05,4.02E-05,7.64E-05,0.000341299,5.00E-05,3.36E-05,0.00015025,0.000648128,0.000516494,0.000241035,0.000423561
miR-550b-2-5p,0,9.45E-06,1.88E-05,4.37E-06,6.51E-06,9.89E-06,0,4.69E-06,1.79E-05,0,0,4.13E-05,2.41E-06,2.06E-05,1.40E-05,0,7.32E-06,2.63E-06,3.36E-05,6.67E-06,0,2.15E-05,5.03E-05,3.58E-05,2.49E-05,2.73E-05
miR-551a,8.40E-05,0.000217329,0.00031069,6.99E-05,3.58E-05,3.46E-05,0.000309867,5.40E-05,0.001220242,2.02E-05,6.20E-06,0.000404194,6.04E-05,0.003284248,0.000516152,6.08E-05,2.74E-05,2.63E-05,0.000562422,0.001130136,4.88E-05,0.000552706,0.000491683,0.000961474,0.000494537,0.000414452
miR-551b-3p,0.003652338,0.023027388,0.01940164,0.036285991,0.007393204,0.009398938,0.002408202,0.007666127,0.005826056,0.001643949,0.005885188,0.040897128,0.001765023,0.043777626,0.015679856,0.00216598,0.002382951,0.012202545,0.045801307,0.012348148,0.00238239,0.045740411,0.010152142,0.011982662,0.01045593,0.007578552
miR-551b-5p,9.00E-06,6.61E-05,7.53E-05,6.55E-05,4.56E-05,9.89E-06,1.68E-05,5.87E-05,4.19E-05,1.26E-05,3.10E-05,8.27E-05,4.83E-06,0.000176971,0.00011625,7.15E-06,1.65E-05,5.01E-05,0.000298035,4.67E-05,2.44E-05,0.000193179,3.91E-05,3.18E-05,1.66E-05,3.64E-05
miR-552-3p,3.00E-06,4.72E-06,1.41E-05,0,1.63E-05,2.47E-06,1.35E-05,9.39E-06,0,0,0,9.19E-06,2.41E-06,8.23E-06,9.30E-06,0,0,2.63E-06,9.13E-05,6.67E-06,3.05E-06,1.07E-05,0,7.95E-06,1.25E-05,1.37E-05
miR-552-5p,3.00E-06,0,0,0,0,0,0,0,0,0,0,0,0,1.23E-05,2.33E-05,0,1.83E-06,2.63E-06,3.85E-05,0,1.22E-05,1.07E-05,1.12E-05,0,8.31E-06,4.55E-06
miR-553,6.00E-06,0,0,0,0,0,0,0,0,0,0,0,0,8.23E-06,0,0,7.32E-06,0,1.44E-05,3.33E-06,0,1.61E-05,0,0,0,4.55E-06
miR-554,3.00E-06,9.45E-06,1.65E-05,1.31E-05,3.26E-06,4.95E-06,1.68E-05,7.04E-06,2.39E-05,0,0,0,2.41E-06,2.47E-05,0,3.57E-06,0,7.90E-06,1.92E-05,0,3.05E-06,1.07E-05,1.12E-05,1.19E-05,2.49E-05,1.82E-05
miR-555,3.00E-06,2.36E-05,7.06E-06,2.18E-05,9.77E-06,2.47E-05,6.74E-06,1.17E-05,0.000107668,2.52E-06,6.20E-06,2.30E-05,0,1.23E-05,4.65E-06,1.43E-05,0,0,1.44E-05,0,0,2.68E-05,2.23E-05,6.36E-05,4.16E-05,6.83E-05
miR-556-3p,0,1.89E-05,1.41E-05,6.11E-05,1.63E-05,7.42E-06,1.68E-05,2.82E-05,4.79E-05,1.26E-05,9.30E-06,4.59E-06,2.41E-06,4.12E-06,3.26E-05,7.15E-06,3.66E-06,1.05E-05,4.33E-05,1.33E-05,3.05E-06,2.68E-05,5.59E-06,1.19E-05,3.32E-05,4.55E-06
miR-556-5p,1.80E-05,1.89E-05,2.35E-06,5.24E-05,1.63E-05,1.48E-05,1.35E-05,1.64E-05,1.79E-05,5.04E-06,6.20E-06,3.67E-05,7.24E-06,2.47E-05,3.72E-05,1.79E-05,9.14E-06,2.37E-05,8.17E-05,3.33E-05,9.15E-06,4.29E-05,2.79E-05,7.95E-06,0.000103894,6.38E-05
miR-557,6.00E-06,0,9.41E-06,0,0,0,6.74E-06,0,0,0,0,0,0,2.47E-05,0,0,1.83E-06,0,2.88E-05,0,0,1.61E-05,1.12E-05,1.19E-05,1.25E-05,2.28E-05
miR-5571-3p,6.00E-06,4.72E-06,9.41E-06,0,1.95E-05,0,1.01E-05,4.69E-06,5.98E-05,0,4.65E-06,3.22E-05,0,1.65E-05,4.65E-06,3.57E-06,7.32E-06,0,2.88E-05,2.00E-05,3.05E-06,0,6.15E-05,3.58E-05,1.25E-05,2.73E-05
miR-5571-5p,0,9.45E-06,0,4.37E-06,3.26E-06,0,0,1.17E-05,5.98E-06,0,4.65E-06,4.59E-06,0,4.53E-05,0,1.07E-05,3.66E-06,2.63E-06,2.40E-05,0,6.10E-06,0,0,1.99E-05,2.08E-05,9.11E-06
miR-5572,3.00E-06,7.09E-05,3.30E-05,6.11E-05,0.00016603,5.44E-05,0.000117884,3.29E-05,0.000245245,2.52E-06,1.55E-06,0.000160759,2.41E-06,0.000135815,2.33E-05,2.50E-05,2.01E-05,7.90E-06,0.000235544,1.67E-05,2.75E-05,3.76E-05,0.000368762,0.000333735,0.000199477,0.000291483
miR-5579-5p,1.50E-05,4.72E-06,2.35E-06,0,3.26E-05,4.95E-06,1.68E-05,4.69E-06,0,1.26E-05,0,4.59E-06,7.24E-06,1.23E-05,7.91E-05,2.14E-05,1.28E-05,0,9.61E-06,3.33E-06,1.53E-05,1.61E-05,1.12E-05,6.36E-05,1.66E-05,4.10E-05
miR-558,0,9.45E-06,2.35E-06,1.31E-05,3.26E-06,0,1.35E-05,7.04E-06,2.39E-05,2.52E-06,6.20E-06,9.19E-06,4.83E-06,2.47E-05,4.65E-06,7.15E-06,0,5.27E-06,1.44E-05,0,0,0,6.70E-05,2.38E-05,1.25E-05,9.11E-06
miR-5580-3p,0,0,2.35E-06,0,3.26E-06,2.47E-06,0,2.35E-06,5.98E-06,0,0,4.59E-06,4.83E-06,2.06E-05,0,3.57E-06,0,2.63E-06,4.81E-06,2.00E-05,0,2.68E-05,5.59E-06,2.38E-05,2.08E-05,4.55E-06
miR-5581-3p,2.40E-05,2.36E-05,3.30E-05,8.73E-06,1.30E-05,1.73E-05,2.02E-05,1.41E-05,9.57E-05,1.76E-05,3.10E-06,1.84E-05,4.83E-06,4.12E-05,2.79E-05,1.07E-05,7.32E-06,2.11E-05,0.000124983,1.33E-05,2.44E-05,6.44E-05,3.35E-05,4.37E-05,0.00010805,5.01E-05
miR-5581-5p,9.00E-06,1.89E-05,1.41E-05,3.06E-05,2.28E-05,1.48E-05,2.69E-05,7.04E-06,5.38E-05,0,1.55E-06,9.19E-06,0,2.47E-05,9.30E-06,7.15E-06,1.83E-06,5.27E-06,6.73E-05,1.00E-05,0,2.68E-05,4.47E-05,6.36E-05,5.82E-05,5.92E-05
miR-5582-3p,3.00E-06,1.42E-05,7.06E-06,1.75E-05,0,0,1.01E-05,9.39E-06,8.37E-05,7.56E-06,0,4.59E-06,7.24E-06,8.23E-06,5.12E-05,3.57E-06,3.66E-06,7.90E-06,1.92E-05,6.67E-06,6.10E-06,2.68E-05,2.23E-05,1.19E-05,1.66E-05,2.73E-05
miR-5582-5p,3.00E-06,9.45E-06,9.41E-06,4.80E-05,9.77E-06,4.95E-06,2.02E-05,2.35E-06,8.37E-05,2.52E-06,7.75E-06,1.38E-05,2.41E-06,3.70E-05,2.79E-05,1.79E-05,1.10E-05,2.37E-05,2.88E-05,1.00E-05,1.53E-05,3.22E-05,0,1.59E-05,2.08E-05,2.28E-05
miR-5583-5p,0,0,0,0,0,0,0,0,5.98E-06,0,0,0,0,0,0,0,0,0,1.44E-05,0,0,2.15E-05,0,0,0,0
miR-5584-3p,9.00E-06,1.89E-05,9.41E-06,0,6.51E-06,0,1.35E-05,7.04E-06,2.39E-05,7.56E-06,3.10E-06,0,2.41E-06,4.12E-06,4.65E-06,1.07E-05,3.66E-06,0,4.81E-05,1.00E-05,6.10E-06,3.22E-05,1.68E-05,0,2.08E-05,4.55E-06
miR-5584-5p,2.10E-05,0.000122838,5.18E-05,0.000135363,0.000211606,5.69E-05,0.000262713,6.57E-05,0.00041871,2.02E-05,1.39E-05,0.000243435,2.66E-05,3.70E-05,4.65E-05,8.22E-05,3.29E-05,2.11E-05,0.000115369,7.67E-05,7.93E-05,7.51E-05,0.000569906,0.000329762,0.000486226,0.000733261
miR-5585-3p,0.00048278,0.007091528,0.005585356,0.005746374,0.012227597,0.005137262,0.00780729,0.003701617,0.026169398,0.000305089,0.000509802,0.013522141,0.000622949,0.027422236,0.001450805,0.003567076,0.002885876,0.001428154,0.027597114,0.002513635,0.000933433,0.004437743,0.035887293,0.023929566,0.024888937,0.028979765
miR-5585-5p,0,4.72E-06,1.18E-05,4.37E-06,6.51E-06,9.89E-06,1.01E-05,9.39E-06,5.98E-06,0,0,2.76E-05,2.41E-06,3.29E-05,0,0,1.83E-06,5.27E-06,6.73E-05,3.33E-06,6.10E-06,1.61E-05,8.94E-05,2.78E-05,1.25E-05,2.73E-05
miR-5586-3p,2.10E-05,9.45E-06,4.71E-06,4.37E-06,2.28E-05,1.24E-05,1.68E-05,4.69E-06,3.59E-05,1.76E-05,9.30E-06,5.05E-05,9.66E-06,0.000193433,0,1.07E-05,9.14E-06,5.27E-06,0.000100947,5.67E-05,6.10E-06,2.68E-05,0.00014527,9.93E-05,9.56E-05,8.20E-05
miR-5586-5p,3.00E-06,0,0,4.37E-06,1.63E-05,9.89E-06,0,7.04E-06,0,0,1.55E-06,9.19E-06,0,3.70E-05,9.30E-06,7.15E-06,1.83E-06,5.27E-06,4.81E-06,3.33E-06,6.10E-06,1.61E-05,1.68E-05,3.97E-06,0,9.11E-06
miR-5587-3p,3.00E-06,5.20E-05,7.06E-06,1.75E-05,1.95E-05,4.95E-06,1.68E-05,9.39E-06,3.59E-05,0,3.10E-06,2.76E-05,0,6.58E-05,3.72E-05,2.50E-05,0,1.58E-05,3.85E-05,0,3.05E-06,3.22E-05,1.68E-05,3.18E-05,5.82E-05,3.19E-05
miR-5588-5p,6.00E-06,9.45E-06,2.35E-06,1.31E-05,0,2.47E-06,6.74E-06,0,3.59E-05,0,3.10E-06,1.38E-05,0,0,9.30E-06,7.15E-06,1.83E-06,0,1.44E-05,2.33E-05,3.05E-06,1.61E-05,5.59E-06,1.19E-05,8.31E-06,1.82E-05
miR-5589-3p,1.20E-05,1.42E-05,2.35E-06,1.31E-05,0,0,0,0,0,0,1.55E-06,0,0,2.88E-05,0,0,5.49E-06,0,5.29E-05,0,3.05E-06,5.37E-06,1.68E-05,1.19E-05,0,9.11E-06
miR-5589-5p,3.00E-06,9.45E-06,1.65E-05,8.73E-06,2.93E-05,2.47E-06,6.74E-05,9.39E-06,0.000107668,2.52E-06,1.55E-06,9.19E-06,2.41E-06,0.000218127,9.30E-06,1.79E-05,1.46E-05,7.90E-06,0.000149018,2.33E-05,0,2.15E-05,7.82E-05,0.000127137,7.90E-05,5.92E-05
miR-559,0,4.72E-06,4.71E-06,0,0,0,3.37E-06,0,0,2.52E-06,0,4.59E-06,0,0,4.65E-06,3.57E-06,0,0,4.81E-06,0,9.15E-06,4.29E-05,0,3.97E-06,0,4.55E-06
miR-5590-5p,0,0,4.71E-06,0,0,0,0,0,1.20E-05,0,1.55E-06,0,0,0,0,0,0,0,0,0,0,1.07E-05,0,0,0,0
miR-561-3p,7.50E-05,0.000297646,9.18E-05,0.00035369,6.51E-05,4.45E-05,9.09E-05,9.62E-05,0.000544323,0.000105899,6.20E-05,9.65E-05,2.90E-05,5.35E-05,0.000274351,0.000103652,5.85E-05,0.000310926,0.000274,0.000160019,8.85E-05,0.000230741,0.000139683,5.16E-05,0.000191166,0.000141187
miR-561-5p,3.90E-05,0.000141736,5.41E-05,0.000379889,3.91E-05,3.22E-05,0.000141461,9.86E-05,0.000293097,5.04E-05,4.49E-05,6.43E-05,1.69E-05,0.00010289,0.000246451,0.000107227,2.38E-05,0.000171273,0.000182667,0.000113347,3.05E-05,0.000128786,0.000100572,3.18E-05,0.000203633,8.65E-05
miR-562,6.00E-06,0,4.71E-06,0,0,2.47E-06,0,0,1.79E-05,0,0,0,2.41E-06,1.23E-05,0,0,0,2.63E-06,4.81E-06,0,3.05E-06,1.07E-05,5.59E-06,0,8.31E-06,1.82E-05
miR-563,0,0,9.41E-06,8.73E-06,9.77E-06,2.47E-06,3.03E-05,2.35E-06,4.19E-05,0,1.39E-05,4.59E-06,2.41E-06,4.12E-06,1.40E-05,1.07E-05,3.66E-06,1.05E-05,2.40E-05,3.33E-06,0,5.37E-06,5.59E-06,1.19E-05,2.49E-05,2.28E-05
